R	759323	759333	12	965.1	566.5	961.0	580.1	0.64	66
R	759371	759379	10	958.0	575.1	960.3	566.0	0.43	54
R	759707	759719	14	958.9	582.5	958.5	566.9	0.71	62
R	759761	759783	24	963.8	570.2	910.6	572.0	2.20	139
R	764857	764919	64	972.9	542.3	.	.	5.1e+06	2135
R	774953	774965	14	937.0	575.9	938.4	566.6	0.42	63
R	775029	775039	12	939.2	561.8	936.2	574.5	0.59	70
R	775291	775309	20	945.8	578.3	947.5	595.8	0.80	75
R	788665	789305	642	950.5	578.3	945.8	472.4	4.72	304
R	789361	789375	16	950.7	447.0	948.7	427.8	0.84	77
R	789417	789745	330	941.5	456.7	861.9	568.9	5.92	340
R	789775	789847	74	858.1	569.3	857.8	560.1	0.41	216
R	794707	794723	18	971.6	552.8	974.5	559.6	0.35	52
R	799657	799805	150	980.5	576.0	967.7	500.1	3.66	1605
R	800009	800023	16	949.5	551.2	972.7	558.3	1.07	86
R	804801	804963	164	966.7	580.8	968.4	572.2	0.42	1585
R	816963	817159	198	920.7	559.8	973.5	554.8	2.33	1422
R	821339	821349	12	925.9	576.0	937.0	581.7	0.56	57
R	864541	864583	44	996.7	539.5	1166.4	1149.4	28.62	1429
R	881281	881447	168	992.7	557.3	1014.3	538.5	1.31	1725
R	883475	883483	10	983.3	543.3	992.2	538.8	0.44	55
R	905257	905267	12	975.2	559.2	978.7	547.3	0.58	57
R	909665	909853	190	996.3	550.5	1010.0	509.6	2.05	1188
R	918465	918625	162	1007.0	546.5	1020.0	526.6	1.12	1483
R	924971	925119	150	1005.6	548.4	1013.2	522.7	1.28	1579
R	930755	930765	12	1004.0	557.3	1003.9	545.9	0.55	56
R	936597	936605	10	1000.1	541.8	1005.3	535.3	0.39	49
R	943741	943825	86	997.2	529.3	.	.	6.2e+06	1745
R	952201	952345	146	1000.2	537.3	1008.6	507.2	1.47	1602
R	956395	956533	140	983.9	539.0	999.0	500.7	1.92	1802
R	965149	965321	174	1004.2	549.7	1004.2	519.5	1.43	1749
R	970067	970083	18	989.5	539.7	1019.2	540.0	1.29	94
R	976467	976483	18	1003.0	538.2	978.6	528.4	1.16	82
R	976537	976553	18	979.6	527.8	1006.4	528.9	1.17	84
R	979713	979725	14	998.3	535.0	1018.3	536.5	0.87	81
R	986193	986401	210	990.2	535.2	1013.8	505.6	1.67	1427
R	994837	994907	72	996.0	540.4	.	.	6.1e+06	1359
R	1001399	1001565	168	993.5	549.2	1019.8	545.2	1.13	1603
