id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade
p07	2015	06	12	13	46	m	24	r	27.983014997	1	1	5.39390301902	1.12177528237	tactile	left	left	visual	NA	439.726923476	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	2	0.765321431914	1.44704151252	visual	left	right	tactile	NA	332.981003216	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	3	0.650689268019	1.27147232061	tactile	left	right	tactile	NA	333.969909116	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	4	0.710815130034	1.34866611939	visual	right	left	tactile	NA	348.33729628	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	5	85.976011215	1.2158014731	visual	right	right	visual	NA	580.170897651	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	6	1.77406374703	1.43160317428	tactile	right	left	visual	NA	379.187200451	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	7	2.79918689898	0.570559354242	visual	right	right	visual	NA	545.180498506	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	8	1.15655124502	1.00906572573	visual	right	right	tactile	NA	375.769997947	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	9	0.886151459999	1.15626276739	tactile	right	right	tactile	NA	445.310729323	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	10	0.790729349013	1.45937015112	tactile	right	left	tactile	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	11	4.55330125103	0.717269337026	visual	left	left	visual	NA	468.64726569	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	12	1.00411079801	1.13863049935	tactile	left	left	tactile	NA	358.723041252	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	13	0.958032450988	1.33819918764	visual	right	right	tactile	NA	354.198783985	FALSE	FALSE	FALSE	FALSE	TRUE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	14	0.897862329031	1.17952999339	tactile	right	left	tactile	NA	295.231329394	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	15	3.81722420792	0.700645813398	tactile	right	left	visual	NA	406.41783434	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	16	7.14153800497	1.18156380593	visual	right	right	visual	NA	565.137629746	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	17	4.04738794197	1.0811272212	tactile	left	right	tactile	NA	308.048614534	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	18	15.968976713	1.21976491355	visual	left	left	visual	NA	560.354677145	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	19	0.722185587045	1.08906552942	tactile	left	right	tactile	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	20	1.793627996	0.939910041475	tactile	right	right	visual	NA	441.66383124	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	21	1.15741805499	0.829068137209	visual	right	left	visual	NA	297.695435467	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	22	1.00815418595	0.559548187942	visual	left	left	visual	NA	381.885696901	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	23	1.08201228897	0.925459434236	tactile	right	left	tactile	NA	458.043566439	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	24	1.00503382797	1.4889848618	visual	right	left	visual	NA	364.66940504	FALSE	FALSE	FALSE	FALSE	FALSE	0
p07	2015	06	12	13	46	m	24	r	27.983014997	1	25	0.947055825032	1.2685251771	visual	right	right	visual	NA	453.089636518	FALSE	FALSE	FALSE	FALSE	FALSE	0
