id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade
p03	2015	07	02	14	35	f	21	l	57.710070623	2	16	0.417135844997	1.35367207974	visual	right	right	tactile	NA	452.127009921	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	17	0.409493238956	0.956073966568	visual	left	left	tactile	NA	508.910538105	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	18	1.58242288395	1.24266333564	tactile	left	right	visual	NA	468.704857049	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	19	0.553114525974	1.36660221609	tactile	left	left	visual	NA	337.605202571	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	20	0.408356585016	1.39360368881	tactile	left	left	visual	NA	484.457093873	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	21	1.20713176101	1.36425096149	tactile	right	right	tactile	NA	457.777919131	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	22	0.410794481053	1.3892997879	visual	right	right	tactile	NA	384.271972813	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	23	2.52320786595	1.40017472918	tactile	right	right	visual	NA	362.031029479	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	24	2.23443008499	0.747742058693	visual	right	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	25	1.30049293599	1.2810320984	tactile	left	right	visual	NA	383.320449269	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	26	0.404800400021	0.523819805437	tactile	left	right	tactile	NA	460.20405821	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	27	0.410679325054	1.36786914431	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	28	1.104963249	0.847382514326	tactile	right	right	visual	NA	412.070458347	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	29	0.403337987023	0.873386995904	tactile	left	right	tactile	NA	383.690674731	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	30	3.07302970102	0.640817061451	tactile	left	left	tactile	NA	254.096444172	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	31	0.475875359029	0.625804445536	visual	right	left	visual	NA	356.510463112	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	32	1.108616949	0.920013258819	tactile	right	right	visual	NA	370.835410838	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	33	0.40427946602	1.28754065289	visual	right	right	visual	NA	541.171087767	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	34	1.15685838502	1.00666949966	visual	right	left	tactile	NA	305.847232987	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	35	0.401448448014	1.16127609112	visual	right	left	visual	NA	442.743950523	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	36	3.621248134	1.19421264201	tactile	left	right	tactile	NA	316.810469609	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	37	0.392370030051	0.571666993686	visual	left	left	tactile	NA	300.851511012	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	38	0.400677298021	1.33009830293	visual	right	left	visual	NA	324.811697763	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	39	1.143896995	1.21585878671	tactile	left	left	tactile	NA	364.121556922	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	40	1.76071200002	0.988597053331	tactile	left	left	tactile	NA	548.793446331	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	41	3.92241362901	0.927516386579	tactile	right	right	tactile	NA	314.747569151	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	42	0.400083983026	0.557117973191	visual	left	left	visual	NA	380.423689494	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	43	1.38314330002	1.11078755178	tactile	right	right	tactile	NA	321.929102822	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	44	0.473152139981	0.810993368196	tactile	right	left	tactile	NA	255.281383463	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	45	0.408340758993	1.21075947051	visual	left	right	tactile	NA	253.124623094	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	46	0.404826735961	0.855265059555	visual	right	right	visual	NA	389.005264093	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	47	1.06198096398	0.5941572831	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	48	0.735325284011	0.535630316405	tactile	left	right	tactile	NA	267.765997269	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	49	0.410422658024	1.48367109154	visual	left	right	visual	NA	452.410856145	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	50	1.11509848398	1.22343571793	tactile	left	left	tactile	NA	435.556411743	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	51	0.425546823011	1.44535247861	visual	left	left	visual	NA	424.365108076	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	52	0.407163274009	0.977390083322	tactile	left	left	visual	NA	439.985537378	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	53	0.409919393016	1.15970398324	tactile	right	left	visual	NA	452.118052403	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	54	1.08967685001	0.924043528367	visual	left	left	visual	NA	526.581952232	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	55	0.498729864019	1.34674751267	visual	left	right	visual	NA	480.40269292	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	56	1.04226278997	0.835361225633	visual	right	right	tactile	NA	260.297594999	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	57	1.162133114	1.27703185554	visual	left	left	tactile	NA	249.350155122	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	58	1.09970302304	0.821274743139	visual	right	right	visual	NA	494.412450527	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	59	1.054338897	1.20687286053	tactile	right	left	tactile	NA	284.054772113	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	60	3.59513395804	0.966418944988	tactile	right	left	visual	NA	354.615374643	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	61	1.63225765002	0.786793593626	tactile	right	right	visual	NA	383.29836604	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	62	0.409230866004	0.62613116518	tactile	right	left	tactile	NA	249.259149481	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	63	0.403996671026	1.3671931669	visual	left	right	tactile	NA	272.310757719	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	64	0.416633570974	1.35267382736	tactile	right	left	tactile	NA	261.430845247	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	65	0.402109832969	1.20108145499	visual	left	right	visual	NA	680.186708691	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	66	0.40196889604	1.292328141	tactile	left	left	visual	NA	524.50076869	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	67	1.339975485	1.33423998113	visual	right	left	visual	NA	369.61112055	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	68	1.55193593603	1.31980603305	visual	right	right	tactile	NA	278.964939644	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	69	0.408745038963	0.500487979866	visual	right	left	visual	NA	585.647188826	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	70	2.73802314501	0.546188395002	tactile	right	left	visual	NA	536.013915669	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	71	0.405642194033	0.725129784525	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	72	0.923908712983	1.2091961444	tactile	right	right	visual	NA	416.462536261	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	73	0.410198213998	0.906159144564	tactile	right	left	visual	NA	374.616724148	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	74	1.16620102199	0.586674397893	visual	left	right	tactile	NA	270.435012761	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	75	0.402095273021	0.966753916447	visual	left	right	visual	NA	587.599151186	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	76	1.00979935698	0.831221790071	tactile	right	left	tactile	NA	522.198439634	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	77	1.171053275	0.998334212397	tactile	left	left	tactile	NA	464.615251229	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	78	1.03833157697	0.659618553794	visual	left	left	visual	NA	624.418191845	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	79	2.15321686101	0.720220279255	visual	right	left	visual	NA	752.328461444	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	6.42774094403	2	80	0.566937877971	1.43329190297	tactile	left	right	tactile	NA	248.871646705	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	81	3.63844639302	0.64104331514	tactile	left	right	visual	NA	457.600029535	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	82	0.403801399982	0.943317897732	tactile	left	left	visual	NA	385.14353591	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	83	0.513774338004	1.40359325797	visual	left	right	tactile	NA	220.401504717	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	84	0.429963634	1.10957022566	tactile	left	right	visual	NA	304.265860061	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	85	0.416267045017	0.781282146628	tactile	right	left	tactile	NA	244.705967023	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	86	0.412721271045	1.48909516097	tactile	left	right	visual	NA	383.76788568	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	87	0.414807760972	1.30325558948	visual	left	left	tactile	NA	86.0823311377	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	88	1.00927417103	0.679109427187	visual	left	left	tactile	NA	239.384897461	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	89	0.410581481003	0.948740595874	tactile	left	left	visual	NA	326.003547758	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	90	1.22832461604	1.31911468539	visual	right	left	tactile	NA	460.198487272	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	91	1.18564622902	0.735326029506	tactile	right	left	tactile	NA	219.332792156	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	92	1.024136969	0.542269903348	visual	right	right	visual	NA	377.118668344	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	93	1.09351167904	0.936396167887	tactile	left	right	visual	NA	284.813931794	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	94	6.56443187798	1.19055227909	tactile	left	left	visual	NA	488.736920524	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	95	0.398925949994	0.541882007294	tactile	right	catch	visual	NA	398.583043367	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	96	0.40461307799	0.901669893412	visual	right	left	visual	NA	334.342810267	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	97	2.41458913701	0.603898478675	visual	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	98	5.46089033503	0.616359245031	tactile	left	left	tactile	NA	261.818037659	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	99	0.444188968977	0.745142925783	visual	left	left	tactile	NA	315.930190904	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	100	0.424298048019	1.44056381201	visual	left	left	visual	NA	445.123396639	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	101	1.16295225301	0.674014998425	tactile	left	left	tactile	NA	289.417641237	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	102	0.401814961981	1.32294049712	visual	left	left	tactile	NA	371.270795527	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	103	1.77235067595	0.623355260376	tactile	right	left	visual	NA	376.42819027	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	104	0.460070789035	0.672614781103	visual	right	left	tactile	NA	339.808265504	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	105	0.452386364981	0.835394975659	visual	right	right	visual	NA	464.242755959	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	106	2.36100208201	0.925670422812	tactile	left	right	tactile	NA	321.817744873	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	107	0.53616335796	0.767829445209	visual	left	left	visual	NA	307.97337048	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	108	0.500502278039	0.580846508962	visual	left	right	tactile	NA	225.587160676	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	109	0.389915993961	0.994671646015	visual	left	left	tactile	NA	65.1349766413	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	110	0.755865297979	0.752844344643	tactile	right	right	visual	NA	323.179506988	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	111	0.39421860798	0.98232779685	visual	right	left	tactile	NA	192.426443798	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	112	2.13602969697	0.894999374802	tactile	right	right	tactile	NA	582.672091841	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	113	1.08365391498	1.38865869276	tactile	right	right	tactile	NA	509.236469865	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	114	1.095890706	0.600631120321	visual	right	right	tactile	NA	225.627594336	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	115	0.409785669995	1.1224256387	tactile	right	left	tactile	NA	231.208754936	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	116	0.405387374049	1.3786906521	visual	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	117	1.13965143298	1.16826190618	tactile	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	118	1.23511045799	0.655208973125	visual	left	right	tactile	NA	309.267502569	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	119	0.410386272997	0.631734610564	visual	left	right	visual	NA	362.561301154	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.39023981499	2	120	3.47961115401	1.03571480837	visual	left	left	tactile	NA	212.843012298	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	121	5.17937228299	1.48421500625	tactile	left	left	visual	NA	573.14109744	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	122	0.447827294993	1.02235066646	visual	right	right	tactile	NA	230.282484205	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	123	0.398743003025	1.35349843943	tactile	left	left	tactile	NA	264.242933248	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	124	1.61475222802	0.943945979303	visual	right	right	visual	NA	537.96292335	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	125	0.400057648018	1.47172199605	tactile	right	catch	tactile	NA	191.490648664	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	126	0.829317837022	0.752218035016	tactile	right	right	visual	NA	423.037400644	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	127	1.47661092103	1.17805768928	tactile	left	left	visual	NA	291.09611141	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	128	2.99780971301	0.914252169996	tactile	right	right	tactile	NA	302.069280646	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	129	0.443747891986	1.39874828333	tactile	right	right	tactile	NA	306.524770334	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	130	0.475783956004	1.25348452809	visual	right	right	tactile	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	FALSE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	131	5.55431466299	0.779886932939	tactile	right	left	visual	NA	462.539071741	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	132	0.420623097976	1.42279109448	tactile	left	right	tactile	NA	339.501884184	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	133	5.18335150304	0.601587612668	visual	right	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	134	0.970051834011	0.678275298397	visual	left	right	visual	NA	515.472305298	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	135	0.574609216012	1.12760815224	visual	left	left	visual	voice	NA	TRUE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	FALSE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	136	7.20886395802	0.524247125476	visual	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	137	1.16759237502	0.992971460139	tactile	left	right	visual	NA	350.916005496	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	138	0.503060692979	0.529165345716	visual	left	right	tactile	NA	341.820867965	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	139	0.405279480037	0.576945481079	tactile	right	right	tactile	NA	607.739311585	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	140	0.44659412402	1.21228035209	tactile	right	right	tactile	NA	596.123864583	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	141	1.401782081	1.32154729164	tactile	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	142	1.57298403	1.12466517807	visual	right	left	visual	NA	411.085708591	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	143	0.583053203998	1.04652204177	tactile	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	144	1.92776378297	1.12080325118	tactile	left	right	tactile	NA	439.986796468	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	7.71660255099	2	145	2.16810394201	1.33512131153	visual	right	left	tactile	NA	321.596639114	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
