id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade
p03	2015	07	02	14	35	f	21	l	16.25616636	1	45	0.432992251008	0.572600673824	tactile	left	left	visual	NA	786.831513862	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	46	4.341685422	1.48280673087	tactile	left	left	tactile	NA	749.542709789	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	47	5.07671354996	1.45674121618	tactile	right	left	visual	NA	434.229353443	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	48	0.639328368008	1.07675045551	visual	right	left	tactile	NA	481.234147155	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	49	0.564745254	1.01532307409	visual	left	left	visual	NA	880.229733593	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	50	0.536097125034	0.914061473311	tactile	left	right	tactile	NA	573.168565345	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	51	0.420101039985	1.47560265619	tactile	right	right	tactile	NA	524.380595481	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	52	0.430301790999	1.45786743541	tactile	left	left	visual	NA	843.462902238	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	53	9.82581109798	1.37255820013	visual	right	left	visual	NA	503.185544512	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	54	5.259734597	0.873663315222	visual	left	right	visual	NA	835.422515462	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	55	0.43742254097	0.868132708737	visual	right	right	visual	NA	518.831369001	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	56	4.907028088	0.837366784534	tactile	right	right	tactile	NA	448.512355157	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	57	1.03044471599	1.46888386616	tactile	left	right	visual	NA	554.214215488	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	58	0.446993687015	0.814755474354	visual	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	59	1.15829108201	0.861452362262	visual	right	left	tactile	NA	425.175520359	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	60	0.505567813991	0.738457113093	tactile	right	left	visual	NA	390.858787578	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	61	0.399272156006	1.31207784589	tactile	right	left	tactile	NA	547.796383733	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	62	4.12696333101	0.793204033054	tactile	left	right	tactile	NA	456.713576626	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	63	4.30120604701	0.772833811064	tactile	right	right	visual	NA	551.955052593	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	64	1.26427847199	0.762543291724	visual	left	left	tactile	NA	345.821030904	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	65	0.666306825995	1.2027640026	visual	right	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	66	0.807245900971	1.1993995888	visual	left	right	tactile	NA	439.449920843	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	67	0.833021815983	1.45162460457	visual	left	left	visual	NA	810.913841065	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	68	4.52400963398	1.41719478571	visual	left	left	visual	NA	546.536361915	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	69	0.946981696005	1.29992989529	tactile	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	70	1.22601249401	1.10499243623	visual	right	left	tactile	NA	492.601276434	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	71	0.911187106976	1.49201860412	visual	right	right	visual	NA	512.964277528	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	72	308.151725067	1.24575583737	visual	right	right	visual	NA	509.490189317	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	73	0.921267323953	1.44695661779	visual	left	left	tactile	NA	401.397491863	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	74	8.34245018201	1.4881647985	visual	left	right	tactile	NA	430.003801186	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	75	0.793266171007	0.560185634644	tactile	right	right	visual	NA	450.496485981	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	76	0.466079754988	1.0296007755	tactile	right	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	77	1.49586122402	1.19356307536	tactile	left	left	visual	NA	467.796120269	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	78	0.735558874032	0.523632841819	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	79	1.34623864596	0.941778182868	tactile	right	left	tactile	NA	449.808731792	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.25616636	1	80	0.454387280974	0.65481330643	visual	left	right	tactile	NA	454.848406254	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	81	3.04284852499	0.684164137714	tactile	right	right	tactile	NA	612.245089957	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	82	1.71145951899	1.4304584511	visual	right	right	tactile	NA	442.794069531	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	83	1.25584117096	1.30130937672	tactile	right	left	visual	NA	409.017635975	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	84	0.763567516988	1.16186015242	tactile	right	right	visual	NA	401.808209193	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	85	0.701500963012	1.29449377627	tactile	left	left	tactile	NA	528.488379379	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	86	0.619931583002	0.974635469695	tactile	left	left	tactile	NA	503.197534999	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	87	0.525302143011	0.893152179304	tactile	left	right	visual	NA	456.664834346	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	88	4.50883392501	0.544124922429	visual	left	right	visual	NA	527.101928252	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	89	0.52293142298	0.867426824622	visual	left	left	tactile	NA	505.713572027	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	90	0.408146454021	0.673525787284	tactile	left	right	tactile	NA	381.861790316	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	91	4.17288251198	0.748210972991	tactile	right	left	tactile	NA	370.994579687	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	92	1.51624235697	0.56853171199	tactile	right	left	tactile	NA	356.418788666	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	93	0.506699851016	0.932114439607	tactile	left	right	visual	NA	410.072966071	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	94	4.68277068	1.25035978049	visual	right	right	tactile	NA	516.177885118	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	95	0.445025530993	0.634304920667	tactile	right	right	visual	NA	401.301352947	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	96	0.424555424019	0.5156160025	tactile	left	right	tactile	NA	435.967642174	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	97	0.40427442902	1.22963376614	visual	right	left	tactile	NA	332.286783552	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	98	0.438642044028	1.2934201353	visual	right	right	visual	NA	386.470159399	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	99	0.406324452022	1.45914889835	tactile	left	left	visual	NA	505.266095279	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	100	3.960232588	0.553467477724	tactile	right	left	visual	NA	502.815040934	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	101	1.92181999201	0.635141776591	visual	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	102	1.19463658496	0.956803197895	tactile	left	right	tactile	NA	433.742610738	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	103	1.34967117099	0.878852005961	visual	right	right	tactile	NA	389.42994969	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	104	0.521854256978	0.792397966997	tactile	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	105	0.638540929998	0.568566039567	tactile	left	left	visual	NA	448.503324122	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	106	0.611258642981	1.45141228115	tactile	left	left	tactile	NA	616.140088532	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	107	0.638567310001	1.0069407	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	108	1.001161233	1.06821974835	visual	left	left	visual	NA	619.162107352	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	109	0.404571552004	0.938183636711	tactile	left	right	tactile	NA	600.511428958	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	110	0.749785739987	1.06278614203	visual	left	right	visual	NA	453.489475593	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	111	3.76058871398	0.502401724959	visual	left	right	tactile	NA	277.563295676	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	112	1.36735540297	1.07784746353	tactile	right	right	visual	NA	578.323651105	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	113	0.415926347021	1.36302654563	visual	left	right	visual	NA	588.945163065	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	114	23.545336253	1.45362373847	tactile	right	left	tactile	NA	360.377167177	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	115	0.80851833499	0.960779927408	visual	right	left	tactile	NA	342.889137333	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	116	0.643041639007	1.07411939708	visual	right	left	visual	NA	781.946346571	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	117	0.503969132027	1.14416322441	visual	left	left	tactile	NA	344.969603233	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	118	0.412965915981	1.00782594635	visual	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	119	1.20561715396	1.26606723067	tactile	left	right	visual	NA	393.57654599	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	16.28034439	1	120	0.458030632988	0.747796160402	visual	left	left	visual	NA	494.992254244	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	121	3.60708709602	0.521950616086	visual	left	right	tactile	NA	372.039639566	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	122	0.80988644599	1.29682457503	tactile	left	left	tactile	NA	481.516165601	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	123	3.10110590095	1.44803846632	tactile	left	left	tactile	NA	499.788353336	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	124	0.476179191959	1.25458573609	visual	left	right	tactile	NA	339.828227588	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	125	3.41829447501	1.42781770292	tactile	left	right	tactile	NA	419.68930373	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	126	14.370261171	1.49375104699	visual	left	right	visual	NA	422.145037621	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	127	0.837716053997	1.30311121309	tactile	right	right	tactile	NA	288.253926556	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	128	0.421963935019	0.901185524282	tactile	right	left	visual	NA	329.439153371	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	129	0.400466785009	0.981202872435	visual	right	right	visual	NA	569.914304244	FALSE	FALSE	FALSE	TRUE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	130	3.26610069198	0.930327700104	tactile	right	left	tactile	NA	381.712004542	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	131	4.16411707003	0.930702639645	tactile	left	right	visual	NA	362.238080997	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	132	3.30138706404	1.21210889448	visual	right	left	visual	NA	402.086556191	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	133	145.074817427	0.953528736001	visual	left	left	visual	NA	495.350696612	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	134	3.56052899099	0.687370474843	tactile	right	catch	visual	NA	527.119408827	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	135	1.53895936598	1.3016033203	tactile	right	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	136	1.48145785101	1.18321549777	visual	right	right	tactile	NA	419.164374878	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	137	9.21795368998	0.816312233529	visual	left	right	visual	NA	629.761539167	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	138	0.459392198012	0.696313902071	tactile	left	right	tactile	NA	412.333882588	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	139	0.655866118963	1.41745608501	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	140	4.72884492698	1.19234893167	tactile	right	left	visual	NA	461.726052978	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	141	0.404373041994	0.56763434441	visual	left	left	visual	NA	531.992946286	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	142	3.06199146697	0.838344357445	visual	right	right	tactile	NA	327.725579205	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	143	0.601390983968	0.966060940511	visual	left	left	tactile	NA	327.014892129	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	144	1.40657192701	1.33855005145	visual	right	left	tactile	NA	348.65478822	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	145	2.85591749998	0.512569046083	visual	right	left	visual	NA	431.54331058	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	146	2.23626681801	0.823940974862	visual	left	left	visual	NA	486.236162833	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	147	0.418045861996	0.932252110599	visual	left	left	tactile	NA	315.438599035	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	148	0.395091864979	0.622824819777	visual	left	left	visual	NA	578.2211349	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	149	2.16076643497	1.47276309101	visual	right	left	visual	NA	467.260220612	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	150	0.40302469203	0.509703376005	visual	right	right	tactile	NA	363.91828669	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	151	0.419784866972	1.02454035045	visual	right	right	visual	NA	521.923525201	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	152	3.86182247102	1.37021638719	visual	left	right	tactile	NA	269.684207451	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	153	1.16588464298	0.936504470295	tactile	right	left	tactile	NA	306.277306343	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	154	4.91432228498	0.529441528978	visual	left	right	tactile	NA	256.110522721	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	155	0.403371563007	0.99800793318	visual	left	right	visual	NA	334.593477484	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	156	4.86537540797	1.38398263625	tactile	left	left	tactile	NA	247.169858369	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	157	6.68269932194	1.09034360333	visual	right	left	visual	NA	432.447901345	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	158	19.367325696	0.916282707577	visual	right	left	tactile	NA	257.237331069	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	159	0.990163766954	0.963763598459	tactile	right	left	tactile	NA	377.703054168	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	15.751333088	1	160	3.016413251	1.47334702514	visual	right	right	visual	NA	399.976106477	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	1	6.95954605303	1.02938996218	tactile	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	2	3.575476086	0.983191693278	tactile	right	left	visual	NA	460.475103406	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	3	1.06856855901	0.839611205605	visual	left	right	visual	NA	400.517093018	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	4	0.427360963018	0.790349730932	visual	right	left	tactile	NA	259.50064772	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	5	0.402613610029	1.05889941094	tactile	left	right	tactile	NA	387.894671701	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	6	0.439442823001	1.38307750831	tactile	right	right	visual	NA	483.209496364	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	7	0.407964384998	0.910881680745	tactile	right	left	visual	NA	396.944405918	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	8	1.19242604502	0.962398177228	tactile	right	left	visual	NA	412.212005409	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	9	0.401300130005	1.4241300256	tactile	right	left	tactile	NA	328.317646054	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	10	3.93597212399	1.32255184369	visual	right	right	visual	NA	363.316979958	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	11	0.427213520976	1.49890115653	visual	right	left	tactile	NA	275.056789105	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	12	5.00595900498	0.522992898451	visual	left	right	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	TRUE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	13	164.362998815	0.749084097197	visual	left	right	visual	NA	394.087964436	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	14	0.41563514201	1.15568775277	visual	right	left	tactile	NA	272.188733914	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
p03	2015	07	02	14	35	f	21	l	57.710070623	2	15	0.427033740969	1.10369819477	tactile	left	right	visual	NA	345.335064922	FALSE	FALSE	FALSE	FALSE	TRUE	0	FALSE	FALSE	TRUE
