R	3777573	3777667	96
R	3894489	3894635	148
R	3917063	3917185	124
R	3919577	3919723	148
R	3920617	3920785	170
R	3921847	3921971	126
R	3922235	3946103	23870
R	3947047	3950833	3788
R	3951175	3966929	15756
R	3968919	3969635	718
R	3970137	3970391	256
R	3977301	3977329	30
R	4067833	4067869	38
R	4069871	4070027	158
R	4079421	4079453	34
R	4119835	4119947	114
R	4124743	4124837	96
R	4170359	4170441	84
R	4178919	4178957	40
R	4181181	4181267	88
R	4185259	4185325	68
R	4187253	4206231	18980
R	4206439	4209743	3306
R	4212509	4213951	1444
R	4215219	4217359	2142
R	4254947	4255023	78
R	4351943	4352009	68
R	4371335	4371433	100
R	4403135	4403217	84
R	4423429	4423531	104
R	4425171	4447827	22658
R	4449601	4449689	90
R	4450181	4451691	1512
R	4451911	4456347	4438
R	4458001	4458645	646
R	4600027	4600165	140
R	4617791	4617915	126
R	4647897	4647997	102
R	4662801	4662807	8
R	4727679	4727769	92
R	4738521	4738627	108
R	4783837	4784029	194
R	4784983	4790453	5472
R	4791541	4795225	3686
R	4796653	4796799	148
R	4798247	4798437	192
R	4800693	4806403	5712
R	4809595	4809731	138
R	4811365	4811459	96
R	4813681	4813761	82
R	4817237	4817759	524
R	4818441	4823905	5466
R	4824857	4826327	1472
R	4826517	4826555	40
R	4827199	4829115	1918
R	4831249	4831347	100
R	4832699	4832839	142
R	4834091	4834415	326
R	4836507	4836619	114
R	4839523	4839623	102
R	4840319	4840463	146
R	4840965	4842235	1272
R	4843933	4844139	208
R	4844589	4844795	208
R	4848119	4848233	116
R	4850195	4850529	336
R	4852067	4852081	16
R	4852697	4852869	174
R	4856161	4856391	232
R	4858505	4858637	134
R	4859509	4860041	534
R	4862719	4862943	226
R	4863035	4863517	484
R	4864501	4864691	192
R	4867117	4867313	198
R	4868913	4869719	808
R	4881275	4881373	100
R	4906809	4906951	144
R	4911635	4911741	108
R	4939169	4939351	184
R	4949921	4949981	62
R	4985819	4985971	154
R	4989983	4990055	74
R	4994915	4995047	134
R	5004117	5004193	78
R	5063461	5063567	108
R	5078013	5078087	76
R	5080841	5081047	208
R	5083193	5083361	170
R	5085557	5085699	144
R	5087263	5087797	536
R	5090833	5091103	272
R	5094155	5096881	2728
R	5097271	5103929	6660
R	5105869	5105989	122
R	5106605	5108249	1646
R	5108973	5109481	510
R	5143645	5143773	130
R	5169877	5169993	118
R	5171943	5172029	88
R	5181443	5181567	126
R	5186769	5186887	120
R	5193757	5193903	148
R	5195997	5196081	86
R	5200485	5200621	138
R	5207439	5207477	40
R	5209229	5209297	70
R	5218795	5218973	180
R	5223845	5223855	12
R	5237857	5237865	10
R	5239705	5239859	156
R	5242871	5242981	112
R	5253183	5253263	82
R	5257481	5257563	84
R	5290481	5290609	130
R	5299901	5299979	80
R	5305627	5305731	106
R	5306423	5306593	172
R	5307423	5307617	196
R	5309295	5309415	122
R	5309721	5311053	1334
R	5312015	5312091	78
R	5322689	5322795	108
R	5326431	5326591	162
R	5330443	5330577	136
R	5338385	5338479	96
R	5378093	5378191	100
R	5416849	5416937	90
R	5435643	5435807	166
R	5437899	5438027	130
R	5452151	5452283	134
R	5458875	5458983	110
R	5465693	5465843	152
R	5473545	5473647	104
R	5478137	5478235	100
R	5484781	5484895	116
R	5492027	5492095	70
R	5501259	5501379	122
R	5508311	5508449	140
R	5509637	5509953	318
R	5510527	5511237	712
R	5512997	5518291	5296
R	5519551	5519657	108
R	5521187	5521321	136
R	5522243	5522547	306
