R	1411255	1411257	4
R	1414955	1414955	2
R	1555823	1555865	44
R	1571557	1571607	52
R	1633961	1634035	76
R	1676985	1677195	212
R	1678163	1678253	92
R	1680027	1680277	252
R	1680553	1680661	110
R	1681431	1682125	696
R	1682801	1684693	1894
R	1687567	1688159	594
R	1688797	1689179	384
R	1781685	1781937	254
R	1824267	1824391	126
R	1827303	1827367	66
R	1831655	1832025	372
R	1835355	1835847	494
R	1837971	1838273	304
R	1838547	1838653	108
R	1840211	1841217	1008
R	1842255	1842265	12
R	1842425	1842607	184
R	1842697	1842791	96
R	1842881	1842935	56
R	1842997	1843059	64
R	1843409	1843501	94
R	1843557	1843681	126
R	1843839	1843839	2
R	1843941	1844379	440
R	1844425	1846661	2238
R	1846793	1847023	232
R	1848411	1848481	72
R	1849663	1849801	140
R	1850127	1850345	220
R	1850437	1850695	260
R	1850931	1851421	492
R	1851843	1852139	298
R	1852679	1855779	3102
R	1855867	1855873	8
R	1855981	1856141	162
R	1856253	1856383	132
R	1856475	1856525	52
R	1857449	1857535	88
R	1861549	1861621	74
R	1862565	1862679	116
R	1863179	1863441	264
R	1869379	1869695	318
R	1872315	1872317	4
R	1872421	1872433	14
R	1872717	1872877	162
R	1873595	1873595	2
R	1876513	1876531	20
R	1876821	1876821	2
R	1876925	1876937	14
R	1877109	1877119	12
R	1877515	1877519	6
R	1877661	1877721	62
R	1879489	1879491	4
R	1879559	1879585	28
R	1879735	1880115	382
R	1880165	1880579	416
R	1880835	1880847	14
R	1881043	1881205	164
R	1881605	1881695	92
R	1885639	1885717	80
R	1888165	1888381	218
R	1889497	1889609	114
R	1890537	1890613	78
R	1891975	1892065	92
R	1893015	1893079	66
R	1894581	1894643	64
R	1894971	1895405	436
R	1896303	1896359	58
R	1897619	1897935	318
R	1900689	1900783	96
R	1900841	1900877	38
R	1900997	1901003	8
R	1901423	1901455	34
R	1901535	1901551	18
R	1901649	1901653	6
R	1902333	1902339	8
R	1902413	1902533	122
R	1902639	1902653	16
R	1902723	1902733	12
R	1902855	1902891	38
R	1902949	1902959	12
R	1903003	1903049	48
R	1903153	1903169	18
R	1903233	1903317	86
R	1903611	1903613	4
R	1903707	1903819	114
R	1905827	1906047	222
R	1906151	1906435	286
R	1908513	1908587	76
R	1908649	1910145	1498
R	1910581	1910709	130
R	1912517	1912527	12
R	1912575	1912617	44
R	1914565	1914631	68
R	1915835	1916281	448
R	1916603	1918367	1766
R	1919841	1919975	136
R	1920701	1920891	192
R	1921527	1921645	120
R	1921941	1923807	1868
R	1924445	1924509	66
R	1924573	1924573	2
R	1924829	1925075	248
R	1925561	1925595	36
R	1925667	1926193	528
R	1927591	1928287	698
R	1928819	1929035	218
R	1930021	1930827	808
R	1931275	1933667	2394
R	1934387	1934627	242
R	1935407	1935727	322
R	1935799	1935883	86
R	1936945	1952519	15576
R	1952591	1956925	4336
R	1957601	1969491	11892
R	1969759	1972885	3128
R	1973531	1976579	3050
R	1977321	1977831	512
R	1977881	1985541	7662
R	1986161	1986763	604
R	1986997	1988867	1872
R	1990013	1991169	1158
R	1992537	1992627	92
R	2003043	2003043	2
R	2003575	2003577	4
R	2003795	2003803	10
R	2004585	2004625	42
R	2004703	2004761	60
R	2004829	2004835	8
R	2004887	2004889	4
R	2004947	2004995	50
R	2005203	2005203	2
R	2005349	2005351	4
R	2005591	2005595	6
R	2008773	2008857	86
R	2009049	2009053	6
R	2009451	2009467	18
R	2009665	2009673	10
R	2009735	2009735	2
R	2010175	2010227	54
R	2010351	2010363	14
R	2010443	2010443	2
R	2014721	2014729	10
R	2015179	2015185	8
R	2015679	2015691	14
R	2015873	2015873	2
R	2016327	2016335	10
R	2016507	2016511	6
R	2017241	2017259	20
R	2017387	2017391	6
R	2058109	2058485	378
R	2069875	2069939	66
R	2226621	2227281	662
R	2238577	2238715	140
R	2239371	2239439	70
R	2241009	2241309	302
R	2241977	2243203	1228
R	2243799	2244349	552
R	2244937	2245393	458
R	2247219	2247241	24
R	2247311	2247369	60
R	2250695	2250773	80
R	2275011	2275039	30
R	2283331	2283349	20
R	2283551	2283553	4
R	2285925	2285927	4
R	2285981	2286015	36
R	2286397	2286523	128
R	2286707	2286707	2
R	2287265	2287269	6
R	2287389	2287403	16
R	2287679	2287693	16
R	2288669	2288673	6
R	2289001	2289143	144
R	2294031	2294035	6
R	2296701	2296733	34
R	2296791	2296845	56
R	2297321	2297327	8
R	2297455	2297565	112
R	2297815	2297819	6
R	2298201	2298207	8
R	2298291	2298303	14
R	2298591	2298671	82
R	2298757	2298861	106
R	2298969	2299065	98
R	2299253	2299257	6
R	2299571	2299571	2
R	2453973	2454159	188
R	2483763	2483973	212
R	2542977	2549627	6652
R	2554301	2560111	5812
R	2560753	2561481	730
R	2561803	2563189	1388
R	2596923	2596929	8
R	2601259	2601271	14
R	2601869	2601875	8
R	2619135	2619135	2
R	2638991	2639221	232
R	2656325	2656415	92
R	2668249	2668279	32
R	2773165	2773267	104
R	2807027	2807181	156
R	2814139	2814199	62
R	2814463	2814725	264
R	2814883	2815095	214
R	2815685	2817693	2010
R	2820359	2820361	4
R	2822523	2822933	412
R	2824959	2824985	28
R	2826497	2826931	436
R	2828617	2829091	476
R	2829939	2833289	3352
R	2834097	2838789	4694
R	2841089	2846381	5294
R	2846505	2847229	726
R	2847507	2851131	3626
R	2851505	2852371	868
R	2865919	2866035	118
R	2905459	2905469	12
R	2905517	2905519	4
R	2905669	2905689	22
R	2905855	2905865	12
R	2905911	2905917	8
R	2907087	2907089	4
R	2907357	2907365	10
R	2912073	2912113	42
R	2912709	2912717	10
R	2912777	2912837	62
R	2917143	2917145	4
R	2918909	2918911	4
R	2919307	2919373	68
R	2919833	2919835	4
R	2982443	2982449	8
R	2983247	2983317	72
R	2983471	2983481	12
R	2983631	2983683	54
R	2984147	2984227	82
R	2984305	2984339	36
R	2984395	2984423	30
R	2984511	2984529	20
R	2996891	2997023	134
R	3066271	3066271	2
R	3076783	3076783	2
R	3100881	3100887	8
R	3119655	3119661	8
R	3120061	3120081	22
R	3121615	3121617	4
R	3132183	3132195	14
R	3132467	3132481	16
R	3133923	3236529	102608
R	3361125	3361187	64
R	3377625	3377659	36
R	3386705	3386883	180
R	3390675	3390751	78
R	3398637	3398921	286
R	3410253	3410459	208
R	3413723	3413851	130
R	3442187	3442537	352
R	3452205	3452359	156
R	3474805	3474881	78
R	3491781	3492113	334
R	3519437	3519639	204
R	3521281	3521457	178
R	3521701	3521883	184
R	3522157	3524003	1848
R	3524769	3524817	50
R	3525713	3525743	32
R	3526649	3527893	1246
R	3530103	3535171	5070
R	3536315	3537261	948
R	3539629	3540337	710
R	3540639	3541691	1054
R	3542091	3542483	394
R	3543117	3544819	1704
R	3549565	3549609	46
R	3560929	3561087	160
R	3604211	3604409	200
R	3628793	3628945	154
R	3635087	3635171	86
R	3738433	3738673	242
R	3775443	3775693	252
R	3783765	3783981	218
R	3800029	3800335	308
R	3805449	3805609	162
R	3814585	3815297	714
R	3818693	3818805	114
R	3819081	3819285	206
R	3820693	3823293	2602
R	3824695	3824775	82
R	3825665	3829507	3844
R	3829965	3832811	2848
R	3833247	3833885	640
R	3846965	3846971	8
R	3847131	3847239	110
R	3847317	3847323	8
R	3847387	3847449	64
R	3847609	3847717	110
R	3847863	3847885	24
R	3848027	3848075	50
R	3848185	3848203	20
R	3848373	3848373	2
R	3848451	3848687	238
R	3849031	3849035	6
R	3849143	3849143	2
R	3849283	3849379	98
R	3853259	3853277	20
R	3854119	3854143	26
R	3854221	3854231	12
R	3854355	3854421	68
R	3854465	3854517	54
R	3854583	3854587	6
R	3854649	3854809	162
R	3854943	3855065	124
R	3855251	3855255	6
R	3855365	3855417	54
R	3855481	3855531	52
R	3855573	3855621	50
R	3855671	3855729	60
R	3856993	3856993	2
R	3857247	3857275	30
R	3857751	3857867	118
R	3857943	3857971	30
R	3858131	3858131	2
R	3858181	3858235	56
R	3858279	3858337	60
R	3858487	3858523	38
R	3858717	3858787	72
R	3858833	3858839	8
R	3858895	3859047	154
R	3859151	3859255	106
R	3859359	3859375	18
R	3859475	3859777	304
R	3859855	3859865	12
R	3859913	3859927	16
R	3864111	3864171	62
R	3864265	3864331	68
R	3864393	3864397	6
R	3864507	3864783	278
R	3866745	3866757	14
R	3866957	3866975	20
R	3867081	3867113	34
R	3867213	3867241	30
R	3867401	3867457	58
R	3867601	3867643	44
R	3867699	3867867	170
R	3868107	3868171	66
R	3868217	3868223	8
R	3868293	3868349	58
R	3868427	3868651	226
R	3871063	3871067	6
R	3871123	3871131	10
R	3871571	3871571	2
R	3871727	3871733	8
R	3871837	3871847	12
R	3871925	3871967	44
R	3872017	3872023	8
R	3872095	3872479	386
R	3876053	3876149	98
R	3876229	3876245	18
R	3876349	3876407	60
R	3876585	3876587	4
R	3876683	3876821	140
R	3881687	3881829	144
R	3884899	3884901	4
R	3885415	3885421	8
R	3885581	3885633	54
R	3886073	3886307	236
R	3890589	3890781	194
R	3894849	3895081	234
R	3917039	3917061	24
R	3921947	3922007	62
R	3938075	3938275	202
R	3942495	3942791	298
R	3946803	3946981	180
R	3950763	3950993	232
R	3959183	3959385	204
R	3966989	3967171	184
R	3976399	3976571	174
R	3983319	3983601	284
R	4011139	4011415	278
R	4023937	4024165	230
R	4024793	4024865	74
R	4025595	4025841	248
R	4026009	4027819	1812
R	4028181	4028881	702
R	4029247	4030287	1042
R	4031939	4033283	1346
R	4033397	4033493	98
R	4033643	4033789	148
R	4034847	4034987	142
R	4038077	4039367	1292
R	4040415	4041301	888
R	4042047	4043405	1360
R	4043573	4049709	6138
R	4050367	4050885	520
R	4061737	4061915	180
R	4073767	4073913	148
R	4090495	4090681	188
R	4095151	4095393	244
R	4177473	4177643	172
R	4188353	4188355	4
R	4193275	4193353	80
R	4280011	4280339	330
R	4281017	4342193	61178
R	4342429	4342475	48
R	4342519	4342569	52
R	4343075	4348837	5764
R	4348987	4382423	33438
R	4382737	4383673	938
R	4430971	4431145	176
R	4433023	4435785	2764
R	4443553	4446543	2992
R	4450397	4451647	1252
R	4455301	4458035	2736
R	4512391	4512417	28
R	4520351	4520521	172
R	4526243	4526443	202
R	4528581	4531625	3046
R	4533107	4535527	2422
R	4547883	4547971	90
R	4551601	4551747	148
R	4565399	4565411	14
R	4571299	4575187	3890
R	4585083	4585189	108
R	4611997	4612195	200
R	4625091	4625243	154
R	4627401	4628793	1394
R	4629031	4629423	394
R	4629529	4629597	70
R	4629649	4629653	6
R	4631437	4633411	1976
R	4634083	4634787	706
R	4635369	4635459	92
R	4635701	4636201	502
R	4636427	4638259	1834
R	4639391	4639401	12
R	4639495	4639495	2
R	4639637	4639681	46
R	4640451	4640883	434
R	4651591	4651633	44
R	4652189	4652335	148
R	4659883	4659917	36
R	4660445	4660621	178
R	4662039	4665425	3388
R	4666707	4668925	2220
R	4674983	4675873	892
R	4678609	4678609	2
R	4682209	4685247	3040
R	4691301	4692373	1074
R	4694203	4696571	2370
R	4706779	4707213	436
R	4766663	4766757	96
R	4775039	4775155	118
R	4783253	4783529	278
R	4787013	4787017	6
R	4787567	4787585	20
R	4798469	4798671	204
R	4803749	4803753	6
R	4805445	4805447	4
R	4807545	4807783	240
R	4815643	4815761	120
R	4841517	4841641	126
R	4901393	4903713	2322
R	4904497	4905275	780
R	4905645	4908901	3258
R	4912369	4912695	328
R	4914025	4914589	566
R	4915757	4916131	376
R	4918009	4919795	1788
R	4919841	4919987	148
R	4920029	4921535	1508
R	4922249	4926387	4140
R	4927649	4928091	444
R	4935771	4936925	1156
R	4937453	4938463	1012
R	4943335	4943369	36
R	4943897	4943931	36
R	4944459	4944493	36
R	4945021	4945545	526
R	4988221	4988417	198
R	4993881	4994129	250
R	4998379	4998543	166
R	5012517	5012635	120
R	5081881	5082231	352
R	5085945	5086185	242
R	5090463	5090589	128
R	5134123	5134315	194
R	5168925	5169147	224
R	5193695	5193783	90
R	5227037	5227091	56
R	5227289	5229421	2134
R	5229471	5229763	294
R	5230049	5230193	146
R	5230395	5230589	196
R	5231145	5237091	5948
R	5238251	5238293	44
R	5239085	5239343	260
R	5239475	5239521	48
R	5239567	5240393	828
R	5240465	5240473	10
R	5240613	5240641	30
R	5240939	5240975	38
R	5241173	5242295	1124
R	5242447	5243415	970
R	5244595	5245759	1166
R	5246875	5247721	848
R	5252081	5252161	82
R	5255545	5255649	106
R	5258049	5258363	316
R	5258891	5258925	36
R	5259453	5259487	36
R	5259795	5259901	108
R	5267573	5267677	106
R	5268205	5268979	776
R	5366091	5366091	2
R	5366153	5366153	2
R	5366613	5366617	6
R	5372357	5372537	182
R	5377971	5378071	102
R	5412647	5412765	120
R	5422671	5422687	18
R	5426831	5427049	220
R	5430907	5431065	160
R	5437869	5438029	162
R	5438213	5438245	34
R	5438407	5438407	2
R	5449237	5449279	44
R	5449841	5449847	8
R	5450387	5450417	32
R	5450527	5450549	24
R	5458613	5458613	2
R	5459383	5459395	14
R	5491625	5491703	80
R	5499333	5499469	138
R	5526327	5526571	246
R	5529789	5565819	36032
R	5567009	5570223	3216
