id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	1	12.1794333421	1.04266341655	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	2	4.28457725118	0.734479082198	tactile	left	right	visual	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	3	1.36801932915	1.18802922769	tactile	left	left	tactile	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	4	32.235374711	0.503340704812	tactile	left	left	tactile	NA	652.101451764	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	5	43.196700339	0.740172192129	visual	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	6	2.52380133606	1.23852045145	tactile	left	left	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	7	2.963192628	0.733551013262	visual	right	left	visual	NA	573.453250341	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	8	1.91203034902	0.739829701855	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	9	1.50309054996	0.949780045412	visual	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	10	2.46212718193	1.0062159473	visual	left	left	tactile	NA	447.755551431	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	11	1.64017716213	0.828658628027	tactile	left	right	tactile	NA	730.327602709	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	12	1.21624786104	0.543931680934	visual	right	left	visual	NA	558.869900648	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	13	126.893625666	1.11640613846	tactile	left	right	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	14	4.02777383011	0.884736797586	tactile	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	15	3.02889605798	1.28860070787	tactile	right	right	tactile	NA	561.616570689	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	16	2.3987083009	0.531301319983	tactile	right	right	tactile	NA	503.28955939	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	17	15.9515809461	0.548380787945	visual	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	18	2.80802103505	1.32583458735	tactile	left	left	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	19	2.46067717206	0.892454439818	tactile	left	left	visual	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	20	13.8909038829	0.599192808169	tactile	right	left	visual	NA	557.894793572	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	21	8.71403745399	1.01988323544	tactile	right	left	tactile	NA	385.955432197	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	22	139.805745118	0.626700278546	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	23	3.53224927885	0.653861918152	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	24	3.66963431891	0.715677085323	tactile	right	left	tactile	NA	960.056751501	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	25	2.01115122112	0.615714729594	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	26	3.07489293301	1.14745080822	visual	left	left	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	27	2.28539590118	1.31943603987	visual	left	left	visual	NA	544.177642791	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	28	152.949943102	0.959477174152	visual	left	left	visual	NA	632.145336596	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	29	5.67967113014	0.926066801328	tactile	right	right	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	30	6.35497017717	0.549675010942	tactile	right	right	visual	NA	729.047831846	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	31	93.46895923	1.26139308486	visual	right	right	tactile	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	32	4.4507612749	1.25817390096	visual	left	left	visual	NA	327.872235794	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	33	7.86602954287	1.14187531009	visual	left	left	tactile	NA	367.659053532	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	34	2.64649407403	0.947925264569	visual	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	35	2.13909260905	1.17191636617	visual	right	left	tactile	NA	397.749019554	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	36	7.17768384307	1.49657292296	visual	right	right	tactile	NA	446.185296634	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	37	1.77205088222	1.21358080385	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	38	1.66936980002	0.867389966973	tactile	left	right	visual	NA	464.849593816	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	39	1.71641918202	0.67360865363	tactile	left	right	visual	NA	487.519868882	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	611.744181873	practice	40	1.38188641216	1.27307184092	tactile	right	left	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	TRUE	0
p08	2015	06	16	12	33	f	21	l	75.7960299139	practice	41	53.3143227221	1.39686741369	visual	left	catch	tactile	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	75.7960299139	practice	42	2.34160070494	0.890485945899	visual	right	left	tactile	NA	490.599395707	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	75.7960299139	practice	43	1.7375189669	0.927503584125	tactile	right	left	tactile	NA	497.7552942	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	75.7960299139	practice	44	5.60602150694	1.46780977709	visual	right	left	visual	NA	502.3844596	FALSE	FALSE	FALSE	FALSE	FALSE	0
p08	2015	06	16	12	33	f	21	l	75.7960299139	practice	45	1.38202955783	0.929130242504	visual	left	left	visual	NA	535.490190145	FALSE	FALSE	FALSE	FALSE	FALSE	0
