id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_modality	cue_location	target_location	target_modality	target_response_key	target_response_rt	feedback_response	recalibration	blink	saccade
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	1	4.18331854499	1.0757819473	tactile	right	right	visual	NA	733.886977425	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	2	1.14758702205	1.4616193276	visual	left	left	visual	voice	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	3	3.74064431002	1.43652536775	tactile	left	left	tactice	voice	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	4	3.75525472197	0.816571512905	visual	right	right	visual	NA	811.941154767	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	5	1.23876062594	1.01254305937	tactile	left	left	tactice	NA	833.848046372	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	6	0.934485284961	1.15585643789	tactile	right	right	tactice	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	7	0.749221159029	1.01661610859	tactile	right	right	tactice	voice	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	8	1.47920838196	1.09765795874	tactile	right	right	visual	NA	616.674071993	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	9	1.04446934792	1.16183029429	visual	left	left	visual	NA	577.466922347	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	10	0.698841777979	0.887560503191	visual	right	right	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	11	0.804689991986	1.12328358637	tactile	left	right	visual	NA	402.722827392	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	12	0.833993011969	0.73845852089	visual	right	right	tactice	NA	366.695924895	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	13	0.661133983987	1.36188279855	visual	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	14	0.640222796937	1.02285313359	tactile	left	left	tactice	NA	538.851559046	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	15	0.706349575077	1.07689035107	tactile	left	right	tactice	NA	482.920445735	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	16	0.556204419001	1.16979131795	visual	right	left	visual	NA	453.884782735	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	17	0.55181341304	1.42210805996	tactile	right	left	visual	NA	363.858266734	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	18	0.461530876928	1.4876769764	visual	right	right	tactice	NA	390.03214729	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	19	0.501080241986	0.667098639034	tactile	left	right	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	20	0.935562251019	0.542677106074	visual	left	left	visual	NA	626.876792638	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	21	0.71624643798	0.788524643157	tactile	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	22	0.760450794012	1.00091201038	tactile	left	right	visual	NA	419.449510286	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	23	0.592201502994	1.00118294073	tactile	left	catch	visual	NA	NA	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	24	0.915573959006	0.656523710127	tactile	right	right	tactice	NA	581.629236578	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	25	0.700722655049	0.586966222019	tactile	left	right	tactice	NA	484.947051737	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	26	0.638374175993	0.51859485271	visual	right	left	visual	NA	435.768952942	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	27	0.592168989009	0.637502734404	visual	right	catch	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	28	0.543466532952	1.4024292115	visual	left	right	visual	NA	596.734553226	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	29	0.580648915959	0.762490953004	visual	left	left	tactice	NA	404.310568701	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	30	0.471115374006	1.04269623293	visual	right	left	tactice	NA	409.07579381	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	31	0.469705402968	0.795654448065	visual	left	left	visual	NA	627.331837662	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	32	0.445381056983	1.01382138124	tactile	right	right	visual	NA	NA	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	33	0.773608802003	1.19983971933	tactile	right	right	tactice	NA	537.13771631	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	34	0.509011468035	0.887931535723	visual	right	left	visual	NA	458.840725943	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	35	0.498520453926	1.11636623545	tactile	left	left	visual	NA	468.675460317	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	36	0.419759874931	0.894395944942	visual	left	right	tactice	NA	364.67862688	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	37	0.404499261989	1.23271420424	tactile	left	right	tactice	NA	495.331855491	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	38	0.427495941054	0.895542292295	tactile	right	left	tactice	NA	399.462130503	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	39	0.437976061017	0.905783019606	tactile	right	right	visual	NA	450.207753107	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	455.580452661	practice	40	0.404375187005	1.15793719259	visual	left	right	visual	NA	405.384012149	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	1	1.30825357698	0.863028818366	tactile	left	right	tactice	NA	346.301325248	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	2	0.55537310103	1.49806717972	tactile	right	right	visual	NA	553.578471998	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	3	0.420477751992	0.84200629003	visual	right	left	tactice	NA	307.778579765	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	4	0.415416028933	0.837659902379	tactile	right	right	tactice	NA	513.476396329	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	5	0.402308156015	0.541585516152	visual	right	left	visual	NA	483.22934052	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	6	0.419207991916	1.24338963324	visual	right	right	visual	NA	570.911214454	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	7	0.398141508922	1.17313026612	visual	left	left	tactice	NA	348.260766594	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	8	0.403773309081	0.609143527225	tactile	left	right	tactice	NA	413.477705442	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	9	0.402069050004	0.964335365743	tactile	right	right	visual	NA	366.364001064	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	10	0.40496792295	0.843154347037	visual	left	right	visual	NA	523.600881686	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	11	0.402532376	0.810147873542	visual	right	right	tactice	NA	325.244060135	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	12	1.64756487706	0.711154104364	visual	right	right	tactice	NA	331.805935479	FALSE	FALSE	FALSE	FALSE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	13	0.400209852029	0.885736574209	tactile	right	left	visual	NA	333.105780534	FALSE	FALSE	FALSE	TRUE
p05	2015	06	09	10	51	f	21	r	44.793091625	1	14	1.57957828802	1.23078131954	tactile	right	right	tactice	NA	460.387517116	FALSE	FALSE	FALSE	FALSE
