id	year	month	day	hour	minute	sex	age	handedness	message_viewing_time	block	trial_num	trial_initiation_time	fixation_duration	cue_location	cue_modality	target_location	target_modality	target_type	target_response_key	target_response_rt	pre_target_response	feedback_response	recalibration	blink	saccade	biggest_small_saccade	critical_blink	critical_saccade	target_started_TF
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	29	1.09511124698	1.26460256312	left	tactile	right	tactile	target	voice	301.601145533	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	30	0.874425882008	0.514461122985	right	tactile	right	tactile	target	voice	221.737539687	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	31	1.54567776405	0.688911041714	right	visual	right	tactile	target	voice	233.039583953	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	32	1.88512611599	0.706890639637	right	visual	left	tactile	catch	voice	200.784141081	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	33	1.16938868002	0.570730728588	left	visual	left	tactile	target	voice	196.940365131	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	34	1.09483087505	1.19685851888	left	tactile	left	visual	target	voice	NA	TRUE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	FALSE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	35	1.64572764299	0.646827806098	left	tactile	right	visual	target	voice	235.443036596	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	36	1.38668026502	0.513009493516	right	visual	right	visual	target	voice	220.003559138	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	37	1.19610942696	0.995378921704	right	tactile	left	visual	target	voice	208.777989959	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	38	0.922047120985	0.865185176977	right	tactile	right	visual	target	voice	221.287059656	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	39	1.07559025101	0.893557904745	left	tactile	left	visual	target	voice	228.322918876	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
testo	2015	07	13	14	07	m	99	99	1.453117917	practice	40	0.776156873035	1.32086883513	left	visual	left	tactile	target	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	0	FALSE	FALSE	TRUE
